Country,ISO_code,Years,Age,Any_method,Any_modern_method,Female_Sterilization,Male_Sterilization,Pill,Injectable,IUD,Male_condom,Vaginal_barrier_methods,Implant,Other_modern_methods,Any_traditional_method,Rhythm,Withdrawal,Other_traditional_methods
Nepal,524,2003-2004,15-49,"38,3","37,9","12,6","7,6",0,0,0,"2,9",0,0,"14,7","0,4",0,0,0
Nepal,524,2006,15-49,48,"44,2",18,"6,3","3,5","10,1","0,7","4,8",0,"0,8",0,"3,7","1,2","2,6",0
Nepal,524,2011,15-49,"49,7","43,2","15,2","7,8","4,1","9,2","1,3","4,3",0,"1,2",0,"6,5","1,1","5,4",0
Netherlands,528,1969,See notes,59,"41,6",0,0,"26,6",0,"0,6","13,6","0,8",0,0,"17,5","11,2","5,3",1
Netherlands,528,1975,See notes,75,"69,1","2,1","2,1","49,5",0,"4,5","10,1","0,8",0,0,"5,9",3,"2,1","0,8"
Netherlands,528,1977,16-49,73,"65,2",0,0,40,0,"4,3",8,0,0,"12,9","7,8",0,0,0
Netherlands,528,1982,18-37,"76,9","73,9","8,2","10,8",0,0,"9,8","6,9",0,0,"38,2",3,0,0,0
Netherlands,528,1988,18-37,"76,2",72,"4,4","11,1",0,0,7,"8,2",0,0,"41,3","4,2",0,0,0
Netherlands,528,1993,18-42,"78,5","75,6","4,8","10,5",49,0,"3,6","7,7",0,0,0,"2,8",0,0,0
Netherlands,528,1998,18-45,71,70,4,8,48,0,3,7,0,0,0,1,0,0,0
Netherlands,528,2003,18-45,67,65,4,8,41,0,4,8,0,0,0,2,0,0,0
Netherlands,528,2008,18-45,69,67,3,7,40,0,8,9,0,0,0,2,0,0,0
New Zealand,554,1976,15+,"70,1","61,5","11,3",9,"28,1",0,"4,3","7,8",0,0,1,"8,6","1,6",0,"7,1"
New Zealand,554,1995,20-49,75,"72,3","14,6","19,5","20,7","1,8","3,4","11,5","0,8",0,0,"2,7","1,6",1,"0,1"
Nicaragua,558,1981,15-49,27,"22,8","7,1","0,1","10,5","1,4","2,3","0,8","0,6",0,0,"4,4",1,"0,4",3
Nicaragua,558,1992-1993,15-49,"48,7","44,9","18,5","0,3","12,9","1,2","9,3","2,6","0,1",0,0,"3,7","2,6","1,1",0
Nicaragua,558,1997-1998,15-49,"60,3","57,4","26,1","0,5","13,9","5,2","9,1","2,6",0,0,0,"2,6","1,6",1,0
Nicaragua,558,2001,15-49,"68,6","64,3","25,3","0,5","14,6","14,3","6,4","3,3",0,0,0,"4,3","1,5",1,"1,8"
Nicaragua,558,2006-2007,15-49,"72,4","68,8","24,3","0,4","13,5","23,4","3,4","3,8",0,0,0,"3,7","1,7",1,1
Nicaragua,558,2011-2012,15-49,"80,4","76,5","29,8","0,4","11,3",26,"3,5","5,4",0,0,"0,2","3,8","1,4","1,6","0,8"
Niger,562,1992,15-49,"4,4","2,3","0,1",0,"1,5","0,5","0,2",0,0,0,0,"2,2","0,1",0,"2,1"
Niger,562,1998,15-49,"8,2","4,6",0,0,"2,8","1,5",0,0,0,0,"0,3","3,6","0,1","0,1","3,4"
Niger,562,2000,15-49,14,"4,3","0,2",0,"3,4","0,6","0,1",0,0,0,"0,1","9,7",0,0,"9,7"
Niger,562,2006,15-49,"11,2",5,"0,3",0,3,"1,5","0,1",0,0,0,0,"6,2","0,1",0,"6,1"
Niger,562,2012,15-49,"13,9","8,3","0,1",0,"5,6","2,1","0,1",0,0,"0,3",0,"5,6","0,1",0,"5,5"
Nigeria,566,1981-1982,15-49,"6,8","0,9",0,0,"0,5","0,2","0,1",0,0,0,"0,1","5,9",0,0,0
Nigeria,566,1990,15-49,6,"3,5","0,3",0,"1,2","0,7","0,8","0,4","0,1",0,0,"2,5","1,4","0,5","0,6"
Nigeria,566,1994,15-49,"13,4","10,9","0,3",0,"5,9","1,7","1,6","1,4",0,0,0,"2,5","0,8","0,4","1,3"
Nigeria,566,1999,15-49,"15,3","8,6","0,3",0,"2,4","2,4",2,"1,2","0,2","0,1",0,"6,7","4,6","1,2","0,9"
Nigeria,566,2003,15-49,"12,6","6,8","0,2",0,"1,8",2,"0,7","1,9",0,0,"0,1","5,8","2,1","1,3","2,4"
Nigeria,566,2007,15-49,"14,7","9,1","0,2",0,"2,5","3,4","0,9","1,6","0,1","0,3",0,"5,5",2,"1,3","2,2"
Nigeria,566,2008,15-49,"14,6","8,1","0,4",0,"1,7","2,6",1,"2,4",0,0,0,"6,5","2,1",2,"2,5"
Nigeria,566,2011,15-49,"14,1","8,6","0,2",0,"2,1","3,5","0,7","1,8",0,"0,2","0,1","5,3","2,7","1,1","1,5"
Nigeria,566,2012,15-49,"13,5",10,"0,2",0,"1,2","2,9","0,7","4,5",0,"0,2","0,3","3,5","1,7",1,"0,8"
Nigeria,566,2013,15-49,"15,1","9,3","0,3",0,"1,8","3,2","1,1","2,1",0,"0,4","0,3","5,9","2,3","2,5","1,1"
Northern Mariana Islands,580,1970,15-49,"20,5",16,0,0,"7,4",0,"1,2",0,0,0,"7,4","4,3","1,2",0,"3,1"
Norway,578,1977-1978,18-44,71,"65,2",4,"2,1",13,0,28,16,"2,1",0,0,"5,8","2,8",3,0
Norway,578,1988-1989,20-43,"73,8","69,2","10,4","4,1","17,8",0,"24,1","12,5","0,4",0,0,"4,6","2,3","1,8","0,5"
Norway,578,1998,20-44,"86,5","78,3","10,4","6,3","20,6",0,"22,3","14,7","1,5","2,5",0,"8,2",0,0,0
Norway,578,2005,20-44,"88,4","82,2","7,7",0,31,0,"23,3","12,8","4,1","3,3",0,"6,3",0,0,0
Oman,512,1988-1989,15-49,"8,6","7,5","2,2",0,"2,4","0,3","1,5","1,1",0,0,0,"1,1","0,5",0,"0,6"
Oman,512,1995,15-49,"23,7","18,2","4,5",0,"6,1","3,8","2,2","1,5",0,0,0,"5,6",1,"2,3","2,3"
Oman,512,2000,15-49,"31,7","24,6","5,4",0,"4,5",8,"3,3","3,3","0,1",0,0,"7,1","1,4","3,9","1,8"
Oman,512,2007-2008,15-49,"24,4","15,3","3,5",0,"3,2","3,5","2,4","2,6",0,0,0,"9,1",2,"5,1",2
Pakistan,586,1968-1969,15-49,"5,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,1975,15-49,"5,4","3,9","0,9","0,1",1,0,"0,7",1,"0,2",0,0,"1,5","0,1","0,1","1,3"
Pakistan,586,1979-1980,15-49,"3,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,1984-1985,15-49,"9,1","7,6","2,6",0,"1,4","0,6","0,8","2,1","0,1",0,0,"1,5","0,1","0,9","0,5"
Pakistan,586,1990-1991,15-49,"11,8",9,"3,5",0,"0,7","0,8","1,3","2,7",0,0,0,"2,8","1,3","1,2","0,3"
Pakistan,586,1991,15-49,"6,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,1993,15-49,"21,9","17,9","5,4","0,1","2,7","0,5","3,5","4,5","1,2",0,0,4,"0,7",3,"0,3"
Pakistan,586,1994-1995,15-49,"17,8","12,6",5,0,"0,7",1,"2,1","3,7",0,0,0,"5,2",1,"4,2",0
Pakistan,586,1995-1996,15-49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,1996-1997,15-49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,1996-1997,15-49,"23,9","16,9",6,0,"1,6","1,4","3,4","4,2","0,1",0,"0,2",7,"1,9","4,6","0,5"
Pakistan,586,1998-1999,15-49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,586,2000-2001,15-49,"27,6","20,2","6,9",0,"1,9","2,6","3,5","5,5",0,0,0,"7,4","1,6","5,3","0,5"
Pakistan,586,2003,15-49,"32,1","25,2","7,5","0,2","3,1","3,4","4,4","6,4",0,0,"0,2","6,8","1,7","4,9","0,2"
Pakistan,586,2005-2006,15-49,26,"18,4","6,2",0,"2,1","2,3","2,1","5,2",0,0,"0,5","7,5","1,6",6,0
Pakistan,586,2006-2007,15-49,"29,6","21,7","8,2","0,1","2,1","2,3","2,3","6,8",0,"0,1",0,"7,9","3,6","4,1","0,2"
Pakistan,586,2007-2008,15-49,27,"19,3","6,5",0,"1,9","2,7","2,5","5,4",0,0,"0,3","7,7","1,4",6,"0,3"
Pakistan,586,2012-2013,15-49,"35,4","24,6","8,7","0,3","1,6","2,8","2,3","8,8",0,0,"0,2","10,8","0,8","8,5","1,6"
Palau,585,2003,15-44,"32,8","29,7","1,3",0,"16,9","4,4","0,9","0,6",0,"5,6",0,"3,1","0,6",0,"2,5"
Panama,591,1975-1976,20-49,"53,9","45,9","21,2","0,4",17,"0,6","3,7","1,2","1,8",0,0,8,"2,5",3,"2,5"
Panama,591,1979,15-44,"60,6","54,1",0,0,19,0,"3,7","1,7",0,0,"29,7","6,5","2,9","1,4","2,2"
Panama,591,1984-1985,15-44,"58,2","54,2","32,4","0,4","11,8","0,8",6,"1,6","1,2",0,0,4,"2,3","1,4","0,3"
Panama,591,2009,15-49,"52,2","48,8","16,8",0,"10,8","13,1","4,7","3,1",0,0,0,"3,4",0,0,0
Papua New Guinea,598,1996-1997,15-49,"25,9","19,6","7,6","0,2","4,4","6,8","0,1","0,5",0,0,0,"6,3","2,9","0,6","2,8"
Papua New Guinea,598,2006-2007,15-49,"32,4","24,3","8,6","0,5","4,6","9,1",0,"1,4",0,0,0,"8,1","3,8","1,7","2,6"
Paraguay,600,1977,15-44,"28,6","23,3","3,2",0,"11,8","0,9",4,"2,6","0,8",0,0,"5,2","1,9","3,3",0
Paraguay,600,1979,15-44,"37,7","25,4",0,0,13,"1,9","5,8","1,8","0,9",0,2,"12,3","4,4","2,3","5,6"
Paraguay,600,1987,15-44,"44,8",29,0,0,"13,5","3,6","5,1","2,3","0,5",0,4,"15,8","5,7","2,9","7,2"
Paraguay,600,1990,15-49,"48,4","35,2","7,4",0,"13,6","5,2","5,7","2,6","0,8",0,0,"13,2","5,3","2,9",5
Paraguay,600,1995-1996,15-49,"55,9","41,3",0,0,"13,5","6,2","7,6","6,5","0,7",0,"6,8","14,7","6,1","3,4","5,2"
Paraguay,600,1998,15-44,"61,8","47,5",8,0,"13,1","7,5","11,1","7,3","0,5",0,0,"14,3","4,3","5,4","4,6"
Paraguay,600,2004,15-44,"72,8","60,5","11,5","0,1",15,"10,4","11,5","11,9","0,2",0,0,"12,3","7,7","4,5",0
Paraguay,600,2008,15-44,"79,4","70,1","9,9","0,2",18,"16,5","12,3","13,2","0,1",0,0,"9,3","4,5","4,3","0,6"
Peru,604,1969-1970,15-49,26,10,2,0,3,0,1,3,1,0,0,16,7,4,5
Peru,604,1977-1978,15-49,"31,4","11,2","2,8",0,"4,2",1,"1,3","1,1","0,8",0,0,"20,2","10,9","3,3",6
Peru,604,1981,15-49,41,17,4,0,5,2,4,1,1,0,0,24,17,4,3
Peru,604,1986,15-49,"45,8",23,"6,1",0,"6,5","1,3","7,4","0,7",1,0,0,"22,8","17,7","3,6","1,5"
Peru,604,1991-1992,15-49,59,"32,8","7,9","0,1","5,7","1,9","13,4","2,8",1,0,0,"26,2","20,7","3,9","1,6"
Peru,604,1996,15-49,"64,2","41,3","9,5","0,2","6,2",8,12,"4,4","0,7","0,3",0,"22,9",18,"3,2","1,6"
Peru,604,2000,15-49,"68,9","49,8","12,3","0,5","6,7","14,8","9,1","5,6","0,6","0,2",0,"19,1","14,4","3,2","1,6"
Peru,604,2004-2006,15-49,"71,3","47,1","10,3","0,4","7,1","14,6","5,6","8,4","0,6",0,0,"24,2","18,1","4,1",2
Peru,604,2007-2008,15-49,"72,4","48,8","9,8","0,3","7,6","16,4",4,"9,9","0,2","0,2",0,"23,7","17,3","5,3","1,3"
Peru,604,2009,15-49,"73,2","49,9","9,4","0,4","7,6","18,1","3,8",10,"0,3",0,0,"23,3","15,6","6,5","1,2"
Peru,604,2010,15-49,"74,4","50,4","9,3","0,4","8,3","17,5","3,3","11,2","0,3","0,1",0,"24,2","15,8","7,2","1,2"
Peru,604,2011,15-49,"75,4","51,1","9,4","0,4","8,3",18,"2,6",12,"0,2","0,1","0,1","24,4","15,8","7,4","1,2"
Peru,604,2012,15-49,"75,5","51,8","8,1","0,5","9,4","18,2","2,8","12,3","0,4",0,0,"23,7",15,"7,6","1,2"
Philippines,608,1978,15-49,"36,2","16,2","4,7","0,7","4,5","0,2","2,3","3,6","0,2",0,0,20,"8,5","9,4","2,1"
Philippines,608,1993,15-49,40,"24,9","11,9","0,4","8,5","0,1",3,1,0,0,0,"15,1","7,3","7,4","0,4"
Philippines,608,1995,15-49,"50,7","25,5","8,9",0,"11,2",0,0,0,0,0,0,"25,2","18,4",0,0
Philippines,608,1996,15-49,"48,1","30,2","10,6",0,"11,6","1,6","3,7","1,6",0,0,"1,1","17,9","10,3","6,9","0,7"
Philippines,608,1997,15-49,47,"30,9","10,6",0,"12,5",0,0,0,0,0,0,"16,1","9,7",0,0
Philippines,608,1998,15-49,"47,8","28,2","10,3","0,1","9,9","2,4","3,7","1,6",0,0,"0,2","19,6","8,7","8,9",2
Philippines,608,1999,15-49,"49,3","31,8","10,7","0,1","13,1","2,7","3,4","1,7","0,1",0,0,"17,4","9,6","6,7","1,1"
Philippines,608,2000,15-49,47,"31,6","10,6","0,2","13,7","2,5","3,3","1,3",0,0,0,"15,2","9,5","4,8","0,9"
Philippines,608,2001,15-49,"49,5","33,1","10,5",0,"14,1",0,0,0,0,0,0,"16,4",0,0,0
Philippines,608,2002,15-49,"48,8","35,1",11,0,"15,3",0,0,0,0,0,0,"13,8",0,0,0
Philippines,608,2003,15-49,"48,9",33,"10,5","0,1","13,2","3,1","4,1","1,9",0,0,0,"15,9","6,8","8,2","0,9"
Philippines,608,2004,15-49,"49,3","34,7","9,4","0,1","15,6","3,6","3,9","2,1",0,0,0,"14,7","7,1","6,8","0,8"
Philippines,608,2005,15-49,"49,3","35,6","9,4","0,1","17,1","3,2","3,9","1,9",0,0,0,"13,6","6,5","6,3","0,8"
Philippines,608,2006,15-49,"50,6","35,6","10,4","0,1","16,6","2,8","4,1","1,6",0,0,0,"15,1",7,"7,3","0,8"
Philippines,608,2008,15-49,"50,7","33,6","9,2",0,"15,7","2,6","3,7","2,3",0,0,0,"17,1","6,4","9,8","0,8"
Philippines,608,2011,15-49,"48,9","36,3","8,6","0,1","19,8","3,4","3,1","1,2",0,0,0,"12,6","3,8","8,2","0,6"
Poland,616,1972,<45,60,"13,2",0,0,"2,4",0,"0,6","10,2",0,0,0,"46,8","19,8","22,8","4,2"
Poland,616,1977,<45,75,"26,3",0,0,"7,5",0,"1,5","14,3",3,0,0,"48,8",30,"18,8",0
Poland,616,1991,20-49,"72,7",28,0,0,"3,4",0,"8,4","13,4","2,8",0,0,"44,7","28,4","16,3",0
Portugal,620,1979-1980,15-49,"76,3","37,8","1,1","0,1",22,"1,7","4,1","6,5","2,3",0,0,"38,5","4,6","29,4","4,5"
Portugal,620,1997,15-49,"78,8","70,4",1,"0,5","47,8","0,4","7,7","11,4","1,6",0,0,"8,4","2,5","5,5","0,4"
Portugal,620,2005-2006,15-49,"86,8","82,5","5,1",0,"58,9",0,"7,3","11,2",0,0,0,"5,6","2,1","3,5",0
Puerto Rico,630,1968,15-49,"60,1","50,8","34,1","1,4","11,3",0,"1,6","2,1","0,3",0,0,"9,3","1,7","4,4","3,2"
Puerto Rico,630,1974,15-49,61,55,0,0,20,0,"3,6","2,9",0,0,"28,5","6,1",0,0,0
Puerto Rico,630,1976,15-49,"64,6","57,6","35,4","2,8","12,7",0,"3,4",0,0,0,"3,3",7,0,0,0
Puerto Rico,630,1982,15-44,"70,4","62,1","39,7","4,4","9,3",0,"4,1","4,6",0,0,0,"8,3","5,5",0,"2,8"
Puerto Rico,630,1995-1996,15-49,"77,7","67,6","45,5","3,5","9,7",0,1,"6,4","0,4",0,"1,3","10,1","6,1",4,0
Puerto Rico,630,2002,18-44,"84,1","72,2","38,5","5,3","15,5","2,7","1,2","8,8","0,2",0,0,12,"8,2","2,1","1,7"
Qatar,634,1987,15-49,"32,3","28,9","4,5",0,"13,1",0,"8,6","2,2","0,5",0,0,"3,4","1,8",0,"1,6"
Qatar,634,1998,15-49,"43,2","32,3","4,1",0,"15,8",0,9,"2,9",0,0,"0,5","10,9","2,3","6,8","1,8"
Qatar,634,2012,15-49,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Korea,410,1965,15-44,16,14,0,1,1,0,4,8,0,0,0,2,0,0,0
Republic of Korea,410,1966,15-44,20,15,0,0,1,0,9,3,0,0,2,5,0,0,0
Republic of Korea,410,1971,15-44,"24,5","20,3",1,"2,3","6,8",0,7,"3,2",0,0,0,"4,2",0,0,0
Republic of Korea,410,1974,15-49,"34,9",27,"1,7","3,3","8,4","0,2",8,"5,1","0,3",0,0,"7,9","4,6","2,6","0,7"
Republic of Korea,410,1976,15-44,"44,2","32,9","4,1","4,2","7,8",0,"10,5","6,3",0,0,0,"11,3","7,1",0,"4,2"
Republic of Korea,410,1979,15-44,"54,5","43,1","14,5","5,9","7,2",0,"9,6","5,2","0,7",0,0,"11,4",0,0,0
Republic of Korea,410,1982,15-44,"57,7","47,4","22,9","5,1","5,4",0,"6,7","7,2",0,0,0,"10,3",0,0,0
Republic of Korea,410,1985,15-44,"70,4","59,4","31,6","8,9","4,3",0,"7,4","7,2",0,0,0,11,0,0,0
Republic of Korea,410,1988,15-44,"77,1","70,1","37,2",11,"2,8",0,"6,7","10,2","2,2",0,0,7,0,0,0
Republic of Korea,410,1991,15-44,"79,4","69,5","35,3",12,3,0,9,"10,2",0,0,0,"9,9",7,0,"2,9"
Republic of Korea,410,1994,15-44,"77,4","66,8","28,6","11,6","1,8",0,"10,5","14,3",0,0,0,"10,6",0,0,0
Republic of Korea,410,1997,15-44,"80,5","69,5","24,1","12,7","1,8",0,"13,2","15,1",0,0,"2,6",11,0,0,0
Republic of Korea,410,2000,15-44,"79,3","68,3","18,3",13,"2,1",0,"13,7","16,5",0,0,"4,7",11,0,0,0
Republic of Korea,410,2003,15-44,"84,5","69,5","15,6","15,7",2,0,"16,1","8,5",0,0,"11,6",15,0,0,0
Republic of Korea,410,2005,15-44,"80,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Korea,410,2006,15-44,"79,6","71,6","11,3","19,7","1,1",0,15,"19,2",0,0,"5,3",8,0,0,0
Republic of Korea,410,2009,15-44,80,"70,1","5,9","16,8",2,0,"12,8","24,3","0,9",0,"7,4","9,9","9,9",0,0
Republic of Moldova,498,1997,15-44,"73,7","49,9","3,4",0,"2,1",0,"38,4","5,9",0,0,0,"23,8",2,"21,6","0,2"
Republic of Moldova,498,2000,15-49,"62,4","42,8","1,1",0,"3,3",0,"34,5","3,5","0,3",0,0,"19,6","4,3","13,9","1,4"
Republic of Moldova,498,2005,15-49,"67,8","42,6","4,7",0,"3,6",0,"25,2","7,4",0,0,"1,7","25,2","3,5","19,6","2,2"
Réunion,638,1986,20-49,"64,7",57,"8,2","0,1","28,4","3,3","13,7","2,8","0,5",0,0,8,"1,8","2,7","3,5"
Réunion,638,1990,15-49,"72,9","67,2","5,1",0,"39,9","1,3","18,1","2,6","0,2",0,0,"5,8","1,1",3,"1,7"
Réunion,638,1997,20-44,"66,6","63,5","3,2",0,"42,6",0,13,"3,2","0,2",0,"1,3","3,1","1,5","1,6",0
Romania,642,1978,15-49,58,"5,3",0,0,"0,6",0,0,"3,5","1,2",0,0,"52,8","23,8","25,5","3,5"
Romania,642,1993,15-44,"57,3","14,5","1,4",0,"3,1",0,"4,2","3,9","1,9",0,0,"42,9","8,5","34,4",0
Romania,642,1999,15-44,"63,8","29,5","2,5",0,"7,9",0,"7,3","8,5","2,8",0,"0,5","34,3","5,6","28,7",0
Romania,642,2004,15-44,"70,3","38,2","2,8",0,"14,1",0,"6,7","12,1","1,8",0,"0,7","32,1","6,6","25,5",0
Romania,642,2005,18-49,"69,8","50,5","3,9","0,2","16,2","0,4","6,3","22,6","0,4",0,"0,5","19,4","13,3","6,1",0
Russian Federation,643,1992-1993,20-49,"62,5","44,4",0,0,"3,3",0,"29,7",0,0,0,"11,4","18,1",0,0,0
Russian Federation,643,1994,20-49,"66,8","48,6",0,0,4,0,"33,1",0,0,0,"11,5","18,2",0,0,0
Russian Federation,643,1995,20-49,"63,4","47,5",0,0,"5,3",0,"31,2",0,0,0,"10,9",16,0,0,0
Russian Federation,643,1996,20-49,"65,3","47,1",0,0,"5,3",0,"29,7",0,0,0,"12,1","18,3",0,0,0
Russian Federation,643,2004,<50,"83,8","64,6",0,0,15,"0,3",24,"28,5",3,0,"0,7","19,2",18,"15,3","6,4"
Russian Federation,643,2007,<50,"79,5",65,0,0,"14,1",0,"20,4","30,3",0,0,"5,2","14,6","14,5","13,6","2,9"
Russian Federation,643,2011,15-44,68,55,1,0,13,0,14,25,0,0,0,0,0,12,0
Rwanda,646,1983,15-50,11,"0,9",0,0,"0,2","0,4","0,3",0,0,0,0,"10,1","8,5","1,5","0,1"
Rwanda,646,1992,15-49,"21,2","12,9","0,7",0,3,"8,4","0,2","0,2",0,"0,3",0,"8,3","5,1","3,1","0,1"
Rwanda,646,1996,20-49,"13,7","7,1",0,0,"2,4","4,1","0,3","0,2",0,"0,2",0,"6,6",0,"0,3","6,3"
Rwanda,646,2000,15-49,"13,2","4,3","0,8",0,1,"1,9",0,"0,4",0,0,"0,3","8,9","4,7","2,9","1,4"
Rwanda,646,2005,15-49,"17,4","8,9","0,5",0,"2,4","4,7",0,"0,9",0,0,"0,4","8,5","4,7",3,"0,8"
Rwanda,646,2007-2008,15-49,"36,4","26,1","0,7","0,1","6,4","15,2","0,2","1,9",0,"1,6",0,"10,3","6,3",3,1
Rwanda,646,2010-2011,15-49,"51,6",44,"0,8",0,"7,1","26,3","0,5","2,9",0,"6,3","0,1","7,6","3,5","3,5","0,6"
Saint Kitts and Nevis,659,1984,15-44,"40,6",37,0,0,"19,7","2,3","3,8","5,6",3,0,"2,6","3,6",0,0,0
Saint Lucia,662,1981,15-44,"52,2","50,7","13,7",0,"26,1","2,9","1,2","4,9","1,4",0,0,"2,6","0,9","1,7",0
Saint Lucia,662,1988,15-44,"47,3","45,9","7,7",0,"18,5","7,5","4,6","5,9","1,7",0,0,"1,4",0,0,0
Saint Vincent and the Grenadines,670,1981,15-44,"55,5","51,6","15,6",0,"16,8","3,2","2,8","11,2",2,0,0,"2,3","1,3",1,0
Saint Vincent and the Grenadines,670,1988,15-44,"58,3","55,9","13,4",0,"24,5","6,8","2,6","7,5",0,0,"1,1","2,4",0,"1,7",0
Samoa,882,1998,15-49,"24,5","23,2","2,1","0,1","6,4","12,4","1,3","0,9",0,0,0,"1,3","0,6","0,4","0,3"
Samoa,882,2009,15-49,"28,7","26,6","6,7",0,"5,8","13,7","0,2","0,2",0,0,0,"2,1","1,2","0,6","0,3"
Sao Tome and Principe,678,2000,15-49,"29,3","27,4","0,4","0,1","16,7","8,5","1,4","0,1","0,1","0,1","0,1","1,9","0,6","0,1","1,3"
Sao Tome and Principe,678,2006,15-49,"30,7","28,2","0,2",0,"16,4","10,3","0,8","0,2","0,1",0,"0,2","2,5",2,"0,2","0,3"
Sao Tome and Principe,678,2008-2009,15-49,"38,4","33,1","1,2",0,"15,1","11,5","0,4",5,"0,1",0,0,"5,3","2,8","1,2","1,3"
Saudi Arabia,682,1996,15-49,"31,8","28,5",1,0,"19,6","0,2","6,6","0,9",0,0,"0,2","3,3","1,2","0,8","1,3"
Saudi Arabia,682,1999,15-49,"20,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,682,2007,15-49,"23,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,686,1978,15-49,"3,9","0,6",0,0,"0,3",0,"0,2","0,1",0,0,0,"3,3","0,4",0,"2,9"
Senegal,686,1986,15-49,"11,3","2,4","0,2",0,"1,2","0,1","0,7","0,1","0,1",0,0,9,"0,9","0,1",8
Senegal,686,1992-1993,15-49,"7,4","4,8","0,4",0,"2,2",0,"1,4","0,4","0,1",0,"0,2","2,7","0,8","0,1","1,8"
Senegal,686,1997,15-49,"12,9","8,1","0,5",0,"3,3",0,"1,6","0,6","0,2",0,"1,7","4,8","1,1","0,2","3,6"
Senegal,686,1999,15-49,"10,5","8,2","0,5",0,"3,2","2,3","0,9","0,7","0,1","0,4",0,"2,3","0,9","0,2","1,2"
Senegal,686,2005,15-49,"11,8",10,"0,5",0,"3,6","3,2","0,5","1,5","0,1","0,6",0,"1,8","0,6","0,1","1,1"
Senegal,686,2010-2011,15-49,"13,1","11,9","0,2",0,"4,1","5,2","0,6","0,6",0,"1,1",0,"1,2","0,3","0,2","0,7"
Senegal,686,2012-2013,15-49,"17,8",16,"0,3",0,"5,1","6,2",1,"0,6",0,"2,7","0,1","1,8","0,5","0,2","1,2"
Serbia,688,1970,15-44,"51,7","3,7",0,0,"1,3",0,0,"2,4",0,0,0,48,"3,9","44,1",0
Serbia,688,2000,15-49,"58,7","31,8",0,0,"4,5",0,"7,8","17,7",2,0,0,27,15,"11,3","1,2"
Serbia,688,2005-2006,15-49,"41,2","18,6","0,2",0,"3,4",0,6,"8,4","0,4",0,"0,2","22,6",8,14,"0,5"
Serbia,688,2010,15-49,"60,8","21,5","0,2",0,"4,4",0,"3,2","13,5","0,1",0,"0,1","39,3","7,9","30,3","1,1"
Sierra Leone,694,1992,15+,"2,6","2,4",0,0,"1,7","0,2","0,4","0,1",0,0,0,"0,1",0,0,"0,1"
Sierra Leone,694,2000,15-49,"4,3","3,9","0,2",0,"2,5","0,9","0,2","0,1","0,1",0,0,"0,4","0,1",0,"0,3"
Sierra Leone,694,2005,15-49,"5,3","4,3","0,1",0,"2,5","1,4","0,1","0,1",0,"0,1",0,1,0,0,"0,9"
Sierra Leone,694,2008,15-49,"8,2",6,0,0,"2,3","2,9","0,2","0,6",0,0,0,"2,1","0,2",0,"1,9"
Sierra Leone,694,2010,15-49,11,10,0,0,4,"4,6",0,"0,1",0,"0,6","0,7",1,0,0,"1,1"
Sierra Leone,694,2013,15-49,"16,6","14,7","0,5",0,"3,9","7,5","0,1","0,2",0,"2,4",0,"1,9","0,1","0,1","1,8"
Singapore,702,1973,15-44,"60,1","52,8","10,8",0,"21,7",0,"3,3",17,0,0,0,"7,3",0,0,0
Singapore,702,1977,15-44,"71,3","62,8",21,"0,9",17,0,"3,1","20,8",0,0,0,"8,5",0,0,0
Singapore,702,1982,15-44,"74,2","58,8","22,3","0,6","11,6",0,0,"24,3",0,0,0,"15,4",0,0,0
Singapore,702,1987,15-44,67,53,0,0,7,0,5,17,0,0,24,14,0,0,0
Singapore,702,1992,15-44,65,52,0,0,7,0,7,22,0,0,16,13,0,0,0
Singapore,702,1997,15-44,62,55,0,0,10,0,5,22,0,0,18,7,0,0,0
Slovakia,703,1991,15-44,74,41,4,0,5,0,11,21,0,0,0,33,0,0,0
Slovakia,703,1997,15-44,"79,8","65,6","4,7",0,"22,3",0,"12,8","25,8",0,0,0,"14,2",0,0,0
Slovenia,705,1970,15-44,"70,6","14,2",0,0,"8,4",0,"4,6","1,2",0,0,0,"56,4","12,6","43,8",0
Slovenia,705,1994-1995,15-44,"78,9","63,2",6,"0,1","23,2","0,3","22,9","8,1","2,6",0,0,"15,7","7,5",8,"0,2"
Solomon Islands,090,2006-2007,15-49,"34,6","27,3","13,3","0,3","1,3","8,8","2,1","1,5",0,0,0,"7,3","4,7","2,2","0,4"
Somalia,706,1999,15-49,"7,9",1,0,0,"0,2",0,0,0,"0,8",0,0,7,"0,1","0,1","6,8"
Somalia,706,2006,15-49,"14,6","1,2",0,0,"0,8","0,2","0,1",0,0,0,0,"13,4","0,4","0,3","12,8"
